,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,Position Category,Class
165,Mamady Diarra,MLI,MFDF,Cádiz,La Liga,22,2000,2,1,66,0.7,0,4,0,0.0,0,0,16,0.0,0.0,0.0,11,12.9,88,147,37,5.71,7.14,80.0,4.29,4.29,100.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,12.9,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,1,1,0,0,0,1,0,0.0,0,0,0,0,0,0,0.0,2,1,2,0,0,1,2,50,1,2,0,2.86,0,2,0,0.0,30.0,0.0,8.57,12.9,8.57,4.29,30.0,4,1,33.3,2.86,66.7,20,120,78,4.29,0,1,1,1,12.9,0.0,0,0,0.0,1,1,0,0,1.43,0,0.0,0.0,7,0,0,0.0,MF,3
166,Youba Diarra,MLI,MF,Cádiz,La Liga,24,1998,3,0,42,0.5,0,0,0,0.0,0,0,0,0.0,0.0,0.0,32,38.0,84,600,44,12.0,12.0,100.0,14.0,14.0,100.0,6.0,10.0,60.0,0,0,2,0.0,0.0,2.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,0,2,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,4,0,2,2,0,2,6,33,4,10,0,10.0,2,6,2,0.0,60.0,6.0,18.0,44.0,2.0,0.0,60.0,0,0,0.0,0.0,0.0,30,68,32,0.0,0,0,4,6,22.0,0.0,2,0,0.0,2,0,0,0,0.0,0,0.0,0.0,16,0,4,0.0,MF,3
167,Justin Diehl,GER,FW,Köln,Bundesliga,18,2004,1,0,10,0.1,0,0,0,0.0,0,0,0,0.0,0.0,0.0,10,10.0,100,80,0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,20.0,10,0,0.0,10.0,100.0,10,10,0,0.0,0,0,0,0,20.0,10.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,FW,3
168,Eren Dinkçi,GER,FWMF,Werder Bremen,Bundesliga,21,2001,7,0,132,1.5,0,2,0,0.0,0,0,16,0.0,0.0,0.0,14,26.0,56,206,39,8.0,12.0,66.7,6.67,10.7,62.5,0.0,1.33,0.0,0,1,0,0.67,0.0,2.67,26.0,24.0,1.33,0.0,0.0,0.0,1.33,0.67,0.0,0.0,0.0,0.0,14,0,0,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,2,1,0,0,0,1,50,0,1,0,1.33,0,2,0,0.0,47.3,0.67,4.0,18.7,26.0,6.67,47.3,3,0,20.0,2.67,80.0,28,119,52,1.33,2,0,7,2,33.3,7.33,0,0,0.0,2,1,0,1,2.0,0,0.0,0.0,2,1,3,28.6,FW,3
169,Malcom Abdulai Ares Djalo,ESP,FW,Athletic Club,La Liga,21,2001,1,0,5,0.1,0,10,0,0.0,0,0,26,0.0,0.0,0.0,70,70.0,100,920,200,50.0,50.0,100.0,20.0,20.0,100.0,0.0,0.0,0.0,0,0,0,0.0,0.0,10.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,0,0,30,20,0,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,80.0,0.0,0.0,10.0,70.0,0.0,80.0,10,10,100.0,0.0,0.0,50,520,300,10.0,0,0,0,0,60.0,30.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,FW,3
170,Moussa Djitte,SEN,FW,Ajaccio,Ligue 1,23,1999,2,0,34,0.4,0,0,0,0.0,0,0,0,0.0,0.0,0.0,7,12.5,60,77,25,7.5,7.5,100.0,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,2.5,0.0,2.5,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,0,0,0,2,2,2,100,0,0,0,0.0,0,2,0,0.0,17.5,0.0,0.0,5.0,12.5,2.5,17.5,0,0,0.0,0.0,0.0,20,87,25,0.0,2,0,2,2,15.0,2.5,0,0,0.0,2,2,0,0,0.0,0,0.0,0.0,2,0,5,0.0,FW,3
171,Alan Do Marcolino,GAB,FW,Rennes,Ligue 1,20,2002,1,0,8,0.1,0,0,0,0.0,0,0,0,0.0,0.0,0.0,20,20.0,100,280,20,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0,0,0.0,0.0,0.0,20,70,20,0.0,0,0,0,0,20.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,FW,3
172,Ben Doak,SCO,FW,Liverpool,Premier League,17,2005,2,0,26,0.3,0,0,0,0.0,0,0,0,0.0,0.0,0.0,33,46.7,71,286,56,30.0,33.3,90.0,0.0,3.33,0.0,0.0,3.33,0.0,0,0,0,0.0,0.0,3.33,46.7,46.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,10,6,3,6,0,3,3,100,0,3,0,3.33,0,10,0,0.0,73.3,0.0,13.3,33.3,33.3,6.67,73.3,13,0,0.0,13.3,100.0,53,606,170,3.33,10,6,3,0,50.0,13.3,0,0,0.0,3,3,0,0,6.67,0,0.0,0.0,16,0,0,0.0,FW,3
173,Carlos Dominguez,ESP,MF,Celta Vigo,La Liga,22,2001,1,0,1,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,1,2.0,50,12,11,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,1,0,0,0.0,MF,3
174,John Donald,ESP,DF,Elche,La Liga,22,2000,3,2,150,1.7,0,0,0,0.0,0,0,0,0.0,0.0,0.0,16,19.4,84,238,97,8.24,9.41,87.5,7.06,7.65,92.3,0.59,1.18,50.0,0,0,0,0.0,0.0,0.0,19.4,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0.0,2,3,1,0.59,28.2,5.88,20.6,7.65,0.0,0.0,28.2,0,0,0.0,0.0,0.0,15,65,37,0.0,0,0,1,0,15.9,0.0,0,0,0.0,1,0,0,0,0.0,0,0.0,0.0,2,1,1,50.0,DF,3
175,Giulio Donati,ITA,DF,Monza,Serie A,33,1990,4,2,212,2.4,0,0,0,0.0,0,0,33,0.0,0.0,0.0,57,67.1,85,1160,427,16.7,18.8,88.9,33.3,35.8,93.0,6.67,10.8,61.5,0,0,4,0.0,0.0,5.83,67.1,59.6,7.08,1.67,0.0,0.83,2.08,5.42,0.0,0.0,0.0,0.0,57,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,0,0,0,1,1,75,0,0,0,0.42,1,3,0,0.0,74.2,6.25,37.9,27.1,10.4,0.0,74.2,0,0,0.0,0.83,100.0,46,169,86,0.83,1,0,0,0,52.5,2.08,0,0,0.0,0,0,0,2,0.42,0,0.0,0.0,5,0,0,66.7,DF,3
176,Kyliane Dong,FRA,DFMF,Troyes,Ligue 1,18,2004,3,0,58,0.6,0,1,0,0.0,0,0,24,0.0,0.0,0.0,11,23.3,50,195,10,6.67,8.33,80.0,3.33,6.67,50.0,1.67,5.0,33.3,0,0,0,0.0,0.0,0.0,23.3,23.3,0.0,0.0,0.0,1.67,3.33,0.0,0.0,0.0,0.0,0.0,11,0,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,3,1,0,1,1,1,1,100,0,0,0,0.0,0,3,0,0.0,38.3,0.0,1.67,11.7,26.7,3.33,38.3,3,0,0.0,3.33,100.0,26,185,125,5.0,3,0,5,1,26.7,11.7,0,0,0.0,0,0,0,3,1.67,0,0.0,0.0,5,0,1,0.0,DF,3
177,Niklas Dorsch,GER,MF,Augsburg,Bundesliga,25,1998,4,0,80,0.9,0,0,0,0.0,0,0,0,0.0,0.0,0.0,32,45.6,70,644,182,7.78,13.3,58.3,21.1,25.6,82.6,3.33,5.56,60.0,0,0,0,2.22,0.0,4.44,45.6,43.3,2.22,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,0,2,1,0,0,0,1,0.0,0,0,0,0,0,0,0.0,7,3,2,5,0,3,4,75,1,3,1,2.22,1,8,1,0.0,61.1,2.22,25.6,28.9,8.89,0.0,61.1,1,1,100.0,0.0,0.0,22,157,98,2.22,1,0,0,1,21.1,0.0,1,0,0.0,0,1,0,0,3.33,0,0.0,0.0,12,0,3,0.0,MF,3
178,Ckene Doucouré,COM,FWMF,Lorient,Ligue 1,20,2002,5,0,56,0.6,0,5,0,0.0,0,0,13,0.0,0.0,0.0,21,41.7,52,270,58,8.33,16.7,50.0,10.0,18.3,54.5,0.0,0.0,0.0,1,3,0,1.67,0.0,3.33,41.7,40.0,1.67,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,21,0,1,10,10,0,0,0,0,0.0,1,1,0,0,0,0,0.0,3,3,3,0,0,1,1,100,0,0,0,0.0,1,5,0,0.0,61.7,0.0,10.0,21.7,30.0,11.7,61.7,8,3,40.0,3.33,40.0,43,393,185,6.67,1,1,3,6,50.0,11.7,0,0,0.0,6,1,0,0,3.33,0,0.0,0.0,3,5,3,60.0,FW,3
179,Guela Doué,FRA,FW,Rennes,Ligue 1,20,2002,1,0,8,0.1,0,0,0,0.0,0,0,0,0.0,0.0,0.0,40,40.0,100,490,90,30.0,30.0,100.0,10.0,10.0,100.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,40.0,30.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,40.0,0.0,10.0,30.0,0.0,0.0,40.0,0,0,0.0,0.0,0.0,30,140,50,0.0,0,0,0,0,30.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,FW,3
180,Cody Drameh,ENG,DF,Leeds United,Premier League,21,2001,1,1,69,0.8,0,0,0,0.0,0,0,0,0.0,0.0,0.0,37,47.5,78,571,191,21.3,26.3,81.0,13.8,15.0,91.7,2.5,6.25,40.0,0,0,2,0.0,0.0,2.5,47.5,38.8,8.75,1.25,0.0,0.0,1.25,7.5,0.0,0.0,0.0,0.0,37,0,1,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,6,5,0,5,1,2,3,66,1,0,0,0.0,1,7,1,0.0,55.0,1.25,8.75,32.5,13.8,0.0,55.0,1,1,100.0,0.0,0.0,21,60,12,0.0,1,0,1,1,28.8,3.75,0,0,0.0,1,0,0,1,5.0,0,0.0,0.0,6,1,0,100.0,DF,3
181,Dion Drena Beljo,CRO,FW,Augsburg,Bundesliga,20,2002,5,5,327,3.6,0,1,0,50.0,0,0,18,0.0,0.0,0.0,13,21.4,62,170,31,6.39,10.8,59.0,5.28,6.94,76.0,0.0,0.28,0.0,0,1,0,0.83,0.28,1.39,21.4,20.6,0.28,0.0,0.0,0.0,0.83,0.28,0.0,0.0,0.0,0.0,13,0,0,1,1,0,0,0,0,0.28,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,1,0,1.39,0,0,0,0.0,30.6,0.56,1.67,13.6,15.8,2.22,30.6,0,0,0.0,0.83,100.0,16,71,19,0.83,0,0,1,2,23.3,5.56,0,0,0.0,2,0,0,0,0.56,0,0.0,0.0,4,4,4,46.9,FW,3
182,Shane Duffy,IRL,FWDF,Fulham,Premier League,31,1992,4,0,6,0.1,0,0,0,0.0,0,0,0,0.0,0.0,0.0,20,40.0,50,200,90,20.0,20.0,100.0,0.0,0.0,0.0,0.0,10.0,0.0,0,0,0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,50.0,0.0,20.0,30.0,0.0,0.0,50.0,0,0,0.0,0.0,0.0,10,10,0,0.0,0,0,10,0,20.0,0.0,0,0,0.0,0,10,0,0,0.0,0,0.0,0.0,0,20,10,66.7,FW,3
183,Jhon Durán,COL,FW,Aston Villa,Premier League,19,2003,1,0,9,0.1,0,0,0,0.0,0,0,0,0.0,0.0,0.0,30,50.0,60,480,70,10.0,20.0,50.0,20.0,30.0,66.7,0.0,0.0,0.0,0,0,0,10.0,0.0,10.0,50.0,40.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,30,0,0,10,10,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,10,0,10,0,0,0.0,0,0,0,0.0,60.0,0.0,0.0,50.0,20.0,10.0,60.0,10,10,100.0,0.0,0.0,40,290,250,10.0,10,0,10,0,40.0,30.0,0,0,0.0,0,10,10,0,0.0,0,0.0,0.0,20,0,0,0.0,FW,3
184,Pablo Durán,ESP,MFDF,Celta Vigo,La Liga,22,2001,4,0,36,0.4,0,0,0,0.0,0,0,0,0.0,0.0,0.0,35,52.5,66,502,32,25.0,35.0,71.4,7.5,10.0,75.0,2.5,7.5,33.3,0,0,0,0.0,0.0,0.0,52.5,52.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,35,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,5,2,2.5,2,2,5,0.0,72.5,7.5,20.0,25.0,27.5,0.0,72.5,7,2,33.3,5.0,66.7,35,135,12,0.0,0,0,0,0,40.0,7.5,0,0,0.0,2,0,2,2,0.0,0,0.0,0.0,7,2,2,50.0,MF,3
185,Malcolm Ebiowei,ENG,MFFW,Crystal Palace,Premier League,19,2003,3,0,34,0.4,0,0,0,0.0,0,0,0,0.0,0.0,0.0,12,25.0,50,245,40,5.0,10.0,50.0,5.0,5.0,100.0,2.5,5.0,50.0,0,0,0,0.0,0.0,5.0,25.0,25.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,12,0,5,2,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,2,2,0,0,0,2,0,2,5,0,5.0,0,2,0,0.0,52.5,0.0,2.5,20.0,30.0,5.0,52.5,12,5,40.0,7.5,60.0,35,267,75,5.0,2,0,12,0,37.5,22.5,0,0,0.0,0,2,0,7,2.5,0,0.0,0.0,0,0,0,0.0,MF,3
186,Festy Ebosele,IRL,DF,Udinese,Serie A,20,2002,5,0,45,0.5,0,4,2,50.0,0,0,17,0.0,0.0,0.0,42,56.0,75,746,474,18.0,22.0,81.8,22.0,28.0,78.6,2.0,4.0,50.0,0,0,8,8.0,2.0,16.0,56.0,50.0,6.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,42,0,2,4,4,0,0,0,0,0.0,0,0,0,0,0,0,0.0,4,0,4,0,0,0,0,0,0,2,0,2.0,0,4,6,0.0,88.0,4.0,18.0,36.0,36.0,6.0,88.0,10,4,40.0,4.0,40.0,50,352,234,12.0,8,0,8,4,50.0,10.0,2,0,0.0,4,0,0,8,0.0,0,0.0,0.0,8,4,0,100.0,DF,3
187,Emmanuel Ekong,SWE,FWMF,Empoli,Serie A,20,2002,2,0,20,0.2,0,5,0,0.0,0,0,28,0.0,0.0,0.0,15,20.0,75,270,0,10.0,15.0,66.7,0.0,0.0,0.0,5.0,5.0,100.0,0,0,0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,30.0,0.0,5.0,20.0,10.0,0.0,30.0,5,0,0.0,5.0,100.0,15,280,215,5.0,5,0,0,0,15.0,5.0,0,0,0.0,0,0,5,0,0.0,0,0.0,0.0,10,0,5,0.0,FW,3
188,Alberth Elis,HON,MFFW,Brest,Ligue 1,27,1996,2,0,71,0.8,0,0,0,0.0,0,0,0,0.0,0.0,0.0,12,17.5,71,188,90,7.5,12.5,60.0,3.75,3.75,100.0,0.0,0.0,0.0,0,2,1,2.5,1.25,1.25,17.5,17.5,0.0,0.0,1.25,0.0,1.25,0.0,0.0,0.0,0.0,0.0,12,0,0,7,5,0,0,0,1,1.25,0,0,0,0,0,0,0.0,2,1,1,1,0,0,7,0,7,0,0,0.0,1,3,2,0.0,33.8,2.5,10.0,13.8,12.5,1.25,33.8,3,0,0.0,1.25,33.3,20,165,55,2.5,3,1,3,0,15.0,5.0,0,0,0.0,3,2,1,1,1.25,0,0.0,0.0,5,1,5,20.0,MF,3
189,Mohamed Elneny,EGY,MF,Arsenal,Premier League,30,1992,5,1,113,1.3,0,0,0,0.0,0,0,0,0.0,0.0,0.0,43,46.2,95,793,172,17.7,17.7,100.0,20.8,22.3,93.1,4.62,4.62,100.0,0,0,2,1.54,0.0,1.54,46.2,44.6,1.54,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,0,0,0.0,0,0,0,0.0,48.5,1.54,8.46,32.3,8.46,0.0,48.5,0,0,0.0,0.0,0.0,29,103,28,0.77,0,0,0,0,37.7,0.77,0,0,0.0,0,0,0,0,0.77,0,0.0,0.0,7,0,1,0.0,MF,3
190,Arne Engels,BEL,MF,Augsburg,Bundesliga,19,2003,5,5,421,4.7,0,0,0,25.0,0,0,25,0.0,0.0,0.0,29,40.9,71,548,243,13.2,15.5,84.9,10.6,13.8,76.9,4.68,7.87,59.5,0,2,5,0.85,0.21,6.17,40.9,35.5,5.11,2.13,0.21,0.21,4.68,0.0,2.98,0.43,2.55,0.0,29,0,1,4,2,2,0,0,0,0.0,0,0,0,0,0,0,0.0,2,1,1,0,0,1,1,71,0,0,0,0.64,1,3,0,0.0,48.1,0.85,8.3,30.9,9.36,0.21,48.1,0,0,50.0,0.21,25.0,22,106,66,0.85,0,0,0,0,26.2,1.06,0,0,0.0,2,1,0,4,1.06,0,0.0,0.0,5,0,0,42.9,MF,3
191,Salvatore Esposito,ITA,MF,Spezia,Serie A,22,2000,4,2,190,2.1,0,0,0,0.0,0,0,33,0.48,0.0,0.0,50,64.8,77,781,248,30.0,33.8,88.7,17.1,21.9,78.3,1.9,6.19,30.8,0,0,5,0.48,0.0,5.24,64.8,59.0,5.71,4.29,0.0,0.95,2.38,0.0,1.43,0.0,1.43,0.0,50,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,14,2,0,0,0.95,1,2,1,0.0,72.9,1.43,14.8,45.2,13.3,0.48,72.9,2,0,40.0,0.0,0.0,37,139,60,0.48,0,0,1,1,48.6,0.48,1,0,0.48,1,2,0,2,0.95,0,0.0,0.0,8,1,0,100.0,MF,3
192,Fábio,BRA,DFMF,Nantes,Ligue 1,32,1990,6,3,224,2.5,0,1,0,66.7,0,0,13,0.0,0.0,0.0,34,46.8,74,550,172,18.8,22.8,82.5,13.6,17.6,77.3,1.6,4.4,36.4,0,1,2,2.0,0.4,4.4,46.8,37.6,8.4,0.4,0.0,0.0,2.4,8.0,0.0,0.0,0.0,0.0,34,0,0,4,4,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,0,0,0,1,2,66,0,0,0,0.8,1,2,4,0.0,59.6,4.0,12.8,25.6,21.2,1.6,59.6,1,0,25.0,1.2,75.0,34,163,76,1.6,2,0,1,0,32.0,7.2,0,0,0.0,1,0,0,2,0.8,0,0.0,0.0,4,1,1,57.1,DF,3
193,Mamadou Fall,SEN,DF,Villarreal,La Liga,20,2002,1,0,30,0.3,0,0,0,0.0,0,0,0,0.0,0.0,0.0,43,53.3,81,846,213,10.0,10.0,100.0,26.7,30.0,88.9,6.67,10.0,66.7,0,0,0,3.33,3.33,3.33,53.3,36.7,16.7,0.0,0.0,3.33,3.33,16.7,0.0,0.0,0.0,0.0,43,0,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,0,3.33,0,0,3,0.0,73.3,6.67,26.7,33.3,13.3,0.0,73.3,3,0,0.0,3.33,100.0,33,130,53,0.0,0,0,3,0,26.7,0.0,0,0,0.0,3,0,0,3,0.0,0,0.0,0.0,13,0,0,0.0,DF,3
194,Cheikh Faye,SEN,FW,Montpellier,Ligue 1,24,1999,2,0,37,0.4,0,0,0,0.0,0,0,0,0.0,0.0,0.0,12,22.5,55,155,42,10.0,10.0,100.0,2.5,5.0,50.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,22.5,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0.0,37.5,0.0,2.5,22.5,12.5,2.5,37.5,2,0,0.0,2.5,100.0,25,137,12,0.0,0,0,5,7,30.0,7.5,0,0,0.0,0,2,0,0,0.0,0,0.0,0.0,2,7,0,100.0,FW,3
195,Evan Ferguson,IRL,FW,Brighton,Premier League,18,2004,6,2,233,2.6,3,3,1,62.5,0,0,15,0.0,0.0,0.0,15,20.0,76,185,28,11.2,13.1,85.3,3.46,4.62,75.0,0.38,0.38,100.0,0,1,0,0.77,0.0,1.15,20.0,18.1,1.54,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,0,2,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0.0,29.2,0.0,1.15,15.8,12.7,4.23,29.2,1,0,50.0,0.77,50.0,13,58,27,0.38,0,0,1,2,20.4,4.62,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,2,1,1,44.4,FW,3
196,Enzo Fernández,ARG,MF,Chelsea,Premier League,22,2001,2,2,180,2.0,0,1,0,0.0,0,0,26,0.0,0.0,0.0,74,84.5,87,1473,387,24.0,29.0,82.8,38.5,40.0,96.3,11.0,12.5,88.0,0,1,9,0.5,0.0,8.5,84.5,82.5,2.0,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74,0,1,3,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,4,3,3,1,0,1,4,37,2,3,1,2.0,2,6,2,0.0,99.5,6.0,29.0,60.0,11.5,0.5,99.5,1,0,50.0,0.5,50.0,58,287,124,1.5,2,0,2,1,72.0,0.5,0,0,0.0,0,1,0,0,3.0,0,0.0,0.0,8,0,0,50.0,MF,3
197,Federico Fernández,ARG,DF,Elche,La Liga,33,1989,1,1,90,1.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,8,14.0,57,204,130,1.0,2.0,50.0,5.0,8.0,62.5,2.0,4.0,50.0,0,0,0,0.0,0.0,0.0,14.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,1,0,0,1,1,100,0,0,0,0.0,2,3,12,0.0,30.0,11.0,24.0,5.0,1.0,0.0,30.0,0,0,0.0,0.0,0.0,5,11,6,0.0,0,0,1,0,2.0,0.0,0,0,0.0,0,0,0,0,1.0,0,0.0,0.0,3,1,2,33.3,DF,3
198,Mateo Fernández,ESP,FWMF,Leeds United,Premier League,19,2003,2,0,3,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,1,1.0,100,10,0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,1,0.0,4.0,1.0,1.0,2.0,1.0,0.0,4.0,1,0,0.0,1.0,100.0,3,10,0,0.0,0,0,0,1,3.0,2.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,FW,3
199,Salvador Ferrer,ESP,DF,Spezia,Serie A,25,1998,2,0,92,1.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,53,65.0,81,994,301,21.0,22.0,95.5,23.0,30.0,76.7,8.0,10.0,80.0,0,1,1,0.0,0.0,1.0,65.0,58.0,7.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,53,0,1,1,0,1,0,0,0,0.0,0,0,0,0,0,0,0.0,2,1,0,2,0,1,1,100,0,1,1,0.0,1,3,2,0.0,72.0,8.0,27.0,36.0,9.0,0.0,72.0,0,0,0.0,0.0,0.0,42,168,78,0.0,0,0,1,1,53.0,1.0,0,0,0.0,0,3,0,1,1.0,0,0.0,0.0,3,2,3,40.0,DF,3
