,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,Position Category,Class
1508,Keane Lewis-Potter,ENG,FWMF,Brentford,Premier League,21,2001,9,3,306,3.4,0,2,0,28.6,0,0,14,0.0,0.0,0.0,11,20.6,57,143,26,7.65,11.8,65.0,2.94,3.82,76.9,0.29,2.35,12.5,0,1,0,0.59,0.29,1.18,20.6,20.0,0.59,0.0,0.29,0.29,1.76,0.29,0.0,0.0,0.0,0.0,11,0,0,2,0,0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1.18,0,0,0,0.0,35.6,1.18,6.18,11.8,18.2,5.29,35.6,3,1,30.8,2.65,69.2,24,175,86,2.35,1,0,3,2,23.2,10.3,0,0,0.0,0,1,0,1,0.0,0,0.0,0.0,5,0,1,33.3,FW,2
1509,Dimitri Liénard,FRA,DFMF,Strasbourg,Ligue 1,34,1988,17,12,967,10.7,0,1,0,18.2,0,0,21,0.0,0.0,0.0,43,58.1,75,785,243,19.2,21.9,87.6,17.6,21.6,81.4,5.42,12.4,43.6,0,1,2,1.59,0.56,4.02,58.1,45.8,12.3,1.87,0.0,0.93,5.89,8.6,1.68,0.47,1.21,0.0,43,0,0,2,1,0,0,0,0,0.09,0,0,0,0,0,0,0.0,2,1,1,0,0,1,2,58,1,1,0,1.12,1,3,1,0.0,68.7,2.9,20.3,27.4,21.9,0.65,68.7,0,0,30.0,0.56,60.0,42,216,97,1.4,2,0,1,0,39.3,6.73,0,0,0.0,1,0,0,5,1.31,0,0.0,0.0,6,1,0,57.1,DF,2
1510,Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,26,1996,20,19,1741,19.3,1,0,0,20.0,0,0,15,0.0,0.0,0.0,52,61.3,86,1160,326,12.0,13.3,89.9,32.6,34.9,93.6,7.88,12.0,65.8,0,0,2,0.1,0.0,3.16,61.3,58.2,3.01,1.87,0.1,0.67,0.05,0.21,0.0,0.0,0.0,0.0,52,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,53,0,1,0,0.57,1,2,3,0.0,70.0,8.08,36.4,31.9,2.12,0.67,70.0,0,0,66.7,0.0,0.0,43,283,142,0.52,0,0,0,0,46.8,0.05,0,0,0.0,0,0,0,0,0.67,0,0.0,0.0,5,2,1,64.6,DF,2
1511,Matthijs de Ligt,NED,DF,Bayern Munich,Bundesliga,23,1999,17,14,1217,13.5,1,0,0,66.7,0,0,15,0.0,0.0,0.0,73,79.6,91,1429,494,22.0,23.3,94.3,45.1,47.6,94.7,5.7,7.41,77.0,0,0,5,0.3,0.07,5.04,79.6,77.8,1.56,1.41,0.0,0.74,0.07,0.07,0.0,0.0,0.0,0.0,73,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,71,0,1,0,0.37,0,1,4,0.0,89.2,9.26,42.0,43.3,4.22,1.11,89.2,0,0,0.0,0.07,100.0,62,299,160,0.74,0,0,0,0,65.1,0.44,0,0,0.0,1,0,0,0,0.59,0,0.07,0.0,6,3,2,58.1,DF,2
1512,Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,28,1994,8,4,452,5.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,58,63.2,92,1029,339,20.8,22.2,93.7,33.2,34.4,96.5,3.8,6.0,63.3,0,0,3,0.0,0.0,3.0,63.2,62.2,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,66,0,1,0,0.6,1,2,4,0.0,71.6,8.6,36.0,33.8,2.0,0.0,71.6,0,0,0.0,0.0,0.0,45,213,109,0.2,0,0,0,0,50.6,0.0,0,0,0.0,0,0,0,0,0.6,0,0.0,0.0,5,2,1,70.6,DF,2
1513,Jesper Lindstrøm,DEN,MFFW,Eint Frankfurt,Bundesliga,22,2000,18,16,1207,13.4,7,2,1,44.1,0,0,17,0.3,0.0,0.0,16,26.9,62,220,63,10.1,13.5,75.1,4.55,7.24,62.9,0.75,2.31,32.3,0,1,0,0.9,0.07,1.79,26.9,24.2,2.54,0.52,0.3,0.0,2.54,0.37,1.42,0.97,0.15,0.0,16,0,1,3,1,0,0,0,0,0.07,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,30,0,1,0,0.97,0,1,0,0.0,41.0,0.75,5.67,16.6,19.6,5.37,41.0,3,1,32.1,2.39,60.4,23,160,77,3.36,2,2,3,2,26.4,7.16,0,0,0.0,0,1,0,2,0.6,0,0.0,0.0,5,0,1,26.1,MF,2
1514,Karol Linetty,POL,MF,Torino,Serie A,28,1995,21,14,1240,13.8,1,0,0,36.4,0,0,19,0.0,0.0,0.0,37,43.7,85,616,141,17.8,20.3,87.5,15.7,17.1,91.9,2.68,3.55,75.5,0,1,3,0.29,0.07,3.48,43.7,41.4,2.03,1.3,0.14,0.65,0.72,0.07,0.65,0.14,0.36,0.0,37,0,0,1,1,0,0,0,0,0.07,0,0,0,0,0,0,0.0,1,1,0,1,0,0,1,55,0,1,0,0.8,1,2,1,0.0,54.2,1.81,8.33,32.5,13.6,1.3,54.2,0,0,38.5,0.58,61.5,27,125,59,1.01,1,0,1,0,34.3,1.88,0,0,0.0,2,0,0,0,1.09,0,0.0,0.0,5,1,1,48.3,MF,0
1515,Jesse Lingard,ENG,FWMF,Nott'ham Forest,Premier League,30,1992,14,11,861,9.6,0,1,0,20.0,0,0,19,0.0,0.0,0.0,22,27.7,79,329,89,11.3,12.7,88.5,8.33,9.9,84.2,1.15,2.5,45.8,0,1,2,0.73,0.1,3.33,27.7,25.3,2.19,0.73,0.1,0.31,0.42,0.83,0.0,0.0,0.0,0.0,22,0,0,2,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1.04,0,0,0,0.0,34.6,0.73,4.27,18.6,12.4,1.46,34.6,0,0,55.6,0.42,44.4,19,95,48,1.04,1,0,1,0,24.5,3.23,0,0,0.0,0,0,0,0,0.31,0,0.0,0.0,3,0,0,33.3,FW,2
1516,Pol Lirola,ESP,DF,Elche,La Liga,25,1997,8,7,548,6.1,1,0,0,100.0,1,1,10,0.0,0.0,0.0,33,46.9,72,541,189,18.4,21.5,85.5,11.5,15.6,73.7,2.3,5.74,40.0,0,0,1,0.49,0.33,3.11,46.9,38.2,8.69,0.66,0.0,0.49,4.75,8.03,0.0,0.0,0.0,0.0,33,0,1,2,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,1,0,0,1,1,70,0,0,0,0.16,0,2,1,0.0,56.4,2.62,16.2,23.4,17.5,1.15,56.4,2,0,37.5,1.48,56.3,31,187,109,3.11,2,0,1,0,30.5,4.75,0,0,0.0,0,0,0,4,0.98,0,0.0,0.0,6,1,0,57.1,DF,0
1517,Dejan Ljubicic,AUT,MF,Köln,Bundesliga,25,1997,13,9,768,8.5,3,2,0,33.3,0,0,21,0.0,0.0,0.0,23,31.5,73,378,105,12.2,14.7,83.2,7.76,10.0,77.6,2.47,3.88,63.6,0,1,2,0.94,0.24,3.29,31.5,30.8,0.47,0.0,0.24,0.12,1.76,0.0,0.12,0.12,0.0,0.0,23,0,1,3,3,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2,42,1,1,0,1.06,0,2,0,0.0,41.8,0.47,4.94,19.3,18.0,3.29,41.8,1,0,35.7,0.94,57.1,23,117,47,1.29,0,0,2,0,27.9,4.24,0,0,0.0,1,0,0,1,1.06,0,0.0,0.0,5,0,0,20.0,MF,2
1518,Marcos Llorente,ESP,MFDF,Atlético Madrid,La Liga,28,1995,13,12,1016,11.3,1,1,0,16.7,0,0,16,0.0,0.0,0.0,33,42.0,79,497,137,17.9,19.8,90.2,11.3,14.4,78.5,2.04,3.54,57.5,0,1,2,1.59,0.27,4.51,42.0,38.1,3.72,0.0,0.09,0.27,2.65,3.72,0.0,0.0,0.0,0.0,33,0,1,3,2,0,0,0,0,0.09,0,0,0,0,0,0,0.0,1,0,1,0,0,1,1,70,0,1,0,1.24,1,2,0,0.0,52.0,1.86,11.8,20.4,20.5,2.92,52.0,1,0,33.3,0.71,53.3,29,174,99,3.27,2,0,1,0,33.5,7.79,0,0,0.0,1,0,0,2,0.97,0,0.0,0.0,4,0,1,40.0,MF,2
1519,Giovani Lo Celso,ARG,MFFW,Villarreal,La Liga,26,1996,8,8,521,5.8,1,2,0,23.1,0,0,20,0.0,0.0,0.0,38,46.0,83,600,160,20.3,22.8,89.4,13.8,16.4,84.2,2.93,3.79,77.3,0,0,3,1.55,0.0,6.9,46.0,43.4,2.41,0.52,0.17,0.52,0.86,0.52,1.21,0.34,0.0,0.0,38,0,1,2,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,3,2,0,2,0,1,2,66,0,1,0,1.03,0,4,0,0.0,60.9,0.17,9.66,27.1,25.3,2.59,60.9,2,1,53.3,0.86,33.3,34,203,86,1.9,1,0,2,2,44.8,5.69,0,0,0.0,1,2,0,0,2.93,0,0.0,0.0,4,0,0,33.3,MF,0
1520,Stanislav Lobotka,SVK,MF,Napoli,Serie A,28,1994,21,19,1745,19.4,1,0,0,40.0,0,0,21,0.0,0.0,0.0,63,67.0,94,1037,261,31.6,33.0,95.9,24.7,25.9,95.4,5.1,5.93,86.1,0,0,6,0.31,0.0,4.9,67.0,65.9,1.08,0.88,0.0,0.41,0.0,0.05,0.0,0.0,0.0,0.0,63,0,0,2,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,1,1,0,0,1,1,65,0,0,0,0.62,0,2,0,0.0,73.6,2.27,15.8,47.8,10.4,0.36,73.6,0,0,64.3,0.15,21.4,47,233,91,1.24,1,0,0,0,57.4,0.93,0,0,0.0,0,1,0,0,1.24,0,0.0,0.0,7,0,0,42.1,MF,2
1521,Manuel Locatelli,ITA,MF,Juventus,Serie A,25,1998,18,17,1400,15.6,0,1,0,43.8,0,0,24,0.0,0.0,0.0,41,51.5,81,779,256,18.6,21.2,87.6,16.5,19.1,86.6,5.71,8.53,66.9,0,0,5,0.51,0.0,5.0,51.5,49.0,2.5,1.92,0.0,1.03,0.51,0.26,0.26,0.0,0.19,0.0,41,0,1,2,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,1,0,0,0,1,1,66,0,1,0,1.03,1,3,1,0.0,62.5,2.63,16.7,35.3,11.2,0.71,62.5,0,0,60.0,0.32,33.3,29,117,53,1.15,0,0,1,0,41.6,1.15,0,0,0.0,1,1,0,0,1.22,0,0.0,0.0,6,1,0,63.2,MF,2
1522,Luka Lochoshvili,GEO,DF,Cremonese,Serie A,24,1998,14,14,1136,12.6,0,0,0,25.0,0,0,20,0.0,0.0,0.0,31,39.9,78,568,212,12.0,13.3,89.9,17.2,19.5,88.2,1.9,5.95,32.0,0,0,2,0.24,0.08,4.13,39.9,38.1,1.75,1.35,0.0,0.08,0.4,0.4,0.0,0.0,0.0,0.0,31,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0.0,2,0,1,0,0,1,1,77,0,1,0,1.43,1,3,3,0.0,51.2,5.16,26.1,22.3,3.57,0.4,51.2,0,0,66.7,0.16,33.3,27,153,95,0.95,1,0,0,0,29.2,0.24,0,0,0.0,1,0,0,0,0.79,0,0.08,0.0,4,1,0,64.5,DF,0
1523,Banzouzi Locko,FRA,DF,Reims,Ligue 1,20,2002,15,13,1059,11.8,0,0,0,0.0,0,0,22,0.0,0.0,0.0,30,39.8,77,468,195,16.9,19.4,86.9,10.9,15.0,72.9,1.78,3.22,55.3,0,0,3,0.59,0.25,4.66,39.8,30.6,8.98,0.42,0.08,0.25,1.1,8.56,0.0,0.0,0.0,0.0,30,0,0,1,1,0,0,0,0,0.08,0,0,0,0,0,0,0.0,2,1,1,0,0,1,2,59,0,1,0,1.1,1,4,1,0.0,53.4,3.73,18.4,24.6,11.7,0.68,53.4,3,1,41.7,1.53,50.0,31,234,130,2.63,1,0,2,1,25.8,3.31,0,0,0.0,0,0,0,1,1.36,0,0.0,0.0,6,1,0,60.0,DF,0
1524,Renan Lodi,BRA,DF,Nott'ham Forest,Premier League,24,1998,14,13,1099,12.2,0,0,0,0.0,0,0,20,0.16,0.0,0.0,30,42.9,70,528,169,13.9,16.0,86.7,12.8,17.3,73.9,2.87,7.46,38.5,0,0,1,0.82,0.41,1.64,42.9,32.8,10.0,2.21,0.0,0.16,3.61,7.21,0.57,0.33,0.16,0.0,30,0,0,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,1,1,0,0,1,2,61,0,1,0,0.82,1,3,3,0.0,53.4,3.85,20.3,21.1,12.6,0.74,53.4,1,0,42.1,0.49,31.6,27,148,74,1.31,0,0,0,0,27.0,3.28,0,0,0.0,1,1,0,3,1.31,0,0.0,0.0,6,0,1,45.8,DF,0
1525,Ruben Loftus-Cheek,ENG,MFDF,Chelsea,Premier League,27,1996,15,13,1032,11.5,0,0,0,22.2,0,0,18,0.0,0.0,0.0,45,53.4,85,686,176,26.3,29.7,88.9,16.2,17.9,90.3,2.17,2.7,80.6,0,0,4,0.87,0.0,5.83,53.4,50.8,2.26,0.78,0.09,0.43,0.96,1.48,0.0,0.0,0.0,0.0,45,0,1,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,1,43,0,0,0,0.61,0,2,1,0.0,63.4,2.35,11.7,34.8,17.8,2.78,63.4,3,1,51.4,1.13,35.1,36,209,116,3.04,1,0,1,1,46.3,4.09,0,0,0.0,0,2,0,0,0.78,0,0.0,0.09,6,1,1,48.7,MF,2
1526,Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,25,1997,22,18,1685,18.7,1,1,0,30.0,0,0,16,0.0,0.0,0.0,33,42.5,78,559,162,16.1,18.9,85.6,13.0,15.3,85.3,3.16,5.35,59.0,0,0,3,0.8,0.21,4.39,42.5,41.1,1.12,0.11,0.32,0.27,1.12,0.05,0.11,0.0,0.0,0.0,33,0,1,2,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,1,35,1,1,0,1.12,0,2,0,0.0,52.0,1.76,10.1,27.4,14.8,2.51,52.0,1,0,21.1,0.75,73.7,25,105,42,0.59,0,0,1,1,33.3,4.01,0,0,0.0,1,1,0,1,0.86,0,0.0,0.0,5,0,1,45.9,MF,0
1527,Ademola Lookman,NGA,FWMF,Atalanta,Serie A,25,1997,21,16,1299,14.4,12,2,1,39.5,0,0,16,0.07,0.21,0.21,25,33.4,76,359,108,13.9,16.5,84.4,7.92,10.3,77.0,1.46,2.57,56.8,0,2,1,1.74,0.28,4.17,33.4,30.7,2.71,0.42,0.35,0.14,2.29,0.56,1.11,0.14,0.49,0.0,25,0,1,4,3,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,25,0,0,0,0.9,0,0,0,0.0,44.5,0.07,3.06,18.6,23.4,6.25,44.3,3,1,45.8,1.39,41.7,29,175,93,3.82,1,1,2,2,34.4,9.58,0,0,0.0,0,1,0,2,0.21,0,0.0,0.0,4,0,0,25.0,FW,1
1528,Rony Lopes,POR,MFFW,Troyes,Ligue 1,27,1995,18,16,1239,13.8,4,2,0,32.4,0,0,18,0.14,0.0,0.0,23,33.3,69,409,126,10.9,13.6,80.2,8.26,11.8,69.9,3.04,5.87,51.9,0,2,2,0.8,0.29,3.48,33.3,28.2,4.78,1.38,0.14,0.36,4.35,0.14,2.75,0.94,1.16,0.0,23,0,1,4,2,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,20,0,0,0,0.43,0,0,0,0.0,42.8,0.72,6.23,20.2,17.2,2.25,42.8,3,1,52.0,1.45,40.0,31,203,91,2.32,2,0,1,1,29.3,4.06,0,0,0.0,0,1,0,4,0.29,0,0.0,0.0,5,0,0,47.1,MF,2
1529,David López,ESP,DF,Girona,La Liga,33,1989,11,11,932,10.4,2,0,0,62.5,0,0,15,0.0,0.0,0.0,54,60.3,90,1014,340,19.6,21.2,92.7,29.9,31.1,96.3,4.13,6.54,63.2,0,0,3,0.1,0.0,3.27,60.3,57.6,2.4,1.83,0.0,0.48,0.0,0.19,0.0,0.0,0.0,0.0,54,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,88,0,1,0,0.48,0,1,3,0.1,69.2,9.62,36.0,31.0,2.6,0.96,69.2,0,0,100.0,0.0,0.0,42,219,136,1.54,0,0,0,0,48.8,0.0,0,0,0.0,0,0,0,0,0.96,0,0.0,0.0,5,1,1,57.1,DF,2
1530,Maxime Lopez,FRA,MF,Sassuolo,Serie A,25,1997,14,12,1120,12.4,0,0,0,33.3,0,0,25,0.0,0.0,0.0,53,61.5,87,928,333,24.8,26.9,92.2,21.5,24.7,87.3,5.73,7.5,76.3,0,1,7,0.48,0.16,8.39,61.5,59.6,1.69,1.13,0.16,0.48,0.97,0.16,0.4,0.08,0.08,0.0,53,0,0,2,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,2,25,1,0,0,0.81,0,2,0,0.0,69.8,2.66,17.3,41.0,12.0,0.48,69.8,1,0,26.7,0.89,73.3,43,237,121,2.18,2,0,0,0,52.3,1.69,0,0,0.0,0,0,0,0,0.73,0,0.0,0.0,7,0,0,60.0,MF,2
1531,Unai López,ESP,MF,Rayo Vallecano,La Liga,27,1995,19,9,794,8.8,1,1,0,43.8,0,0,26,0.23,0.0,0.0,52,65.8,80,1010,260,21.7,24.4,88.8,20.3,23.6,86.1,8.98,13.5,66.4,0,1,6,0.68,0.11,6.59,65.8,59.4,5.8,2.84,0.0,1.36,3.64,0.45,2.05,0.68,0.57,0.11,52,0,1,3,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,1,0,1,0,1,2,42,1,0,0,0.68,1,3,0,0.11,76.9,0.8,10.6,46.9,20.1,1.7,76.9,1,0,35.7,1.02,64.3,47,192,70,1.14,0,0,2,1,53.2,3.18,0,0,0.0,1,1,0,3,1.36,0,0.0,0.0,7,0,0,27.3,MF,2
1532,Dion Lopy,SEN,MF,Reims,Ligue 1,21,2002,17,9,725,8.1,0,0,0,0.0,0,0,23,0.0,0.0,0.0,35,42.0,83,654,170,13.8,16.8,82.4,15.9,17.8,89.6,4.44,6.05,73.5,0,0,5,0.12,0.0,5.93,42.0,41.4,0.62,0.37,0.0,0.62,0.49,0.12,0.12,0.0,0.0,0.0,35,0,0,2,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,3,29,2,2,0,2.1,1,4,1,0.0,55.1,3.33,14.1,31.4,11.0,0.62,55.1,2,0,35.3,0.86,41.2,39,254,119,1.36,1,0,2,1,33.1,1.98,0,0,0.12,1,1,0,0,1.23,0,0.0,0.0,7,1,0,69.2,MF,2
1533,Anthony Losilla,FRA,MF,Bochum,Bundesliga,36,1986,20,20,1771,19.7,0,0,0,30.8,0,0,17,0.0,0.0,0.0,23,34.1,68,398,124,10.7,14.0,76.4,9.95,13.9,71.5,2.03,4.06,50.0,0,0,1,0.2,0.1,3.3,34.1,33.7,0.25,0.25,0.15,0.05,0.46,0.0,0.0,0.0,0.0,0.0,23,0,0,1,1,0,0,0,0,0.15,0,0,0,0,0,0,0.0,2,1,1,1,0,1,2,59,0,1,0,0.71,1,3,1,0.0,44.0,2.44,11.9,25.3,7.46,0.96,44.0,0,0,41.7,0.3,50.0,14,61,23,0.51,0,0,0,0,20.0,1.47,0,0,0.0,1,0,0,0,1.68,0,0.05,0.0,6,2,2,49.1,MF,0
1534,Jordan Lotomba,SUI,DFMF,Nice,Ligue 1,24,1998,22,18,1638,18.2,0,0,0,42.9,0,0,20,0.0,0.0,0.0,41,50.4,82,600,220,25.4,28.4,89.7,13.6,16.5,82.1,1.54,2.8,54.9,0,0,2,0.88,0.38,3.74,50.4,41.5,8.74,0.66,0.11,0.0,1.7,8.08,0.0,0.0,0.0,0.0,41,0,1,1,1,0,0,0,0,0.05,0,0,0,0,0,0,0.0,2,1,1,0,0,1,1,79,0,1,0,1.21,1,3,1,0.0,61.6,3.74,19.9,30.6,12.0,0.66,61.6,2,1,46.5,0.99,41.9,39,276,153,3.02,2,0,1,0,37.4,3.19,0,0,0.0,0,0,0,1,1.32,0,0.0,0.0,4,0,0,55.2,DF,2
1535,Sandi Lovri?,SVN,MF,Udinese,Serie A,24,1998,20,12,1048,11.6,2,3,0,13.9,0,0,22,0.17,0.0,0.0,34,43.1,79,576,158,16.5,18.7,88.0,11.7,14.1,83.4,3.79,6.81,55.7,0,1,4,1.12,0.34,5.09,43.1,40.3,2.5,1.12,0.17,0.86,3.28,0.26,1.12,0.26,0.52,0.0,34,0,0,3,2,0,0,0,0,0.09,0,0,0,0,0,0,0.0,2,0,0,0,0,1,1,66,0,0,0,0.69,0,2,1,0.0,56.6,1.55,7.76,28.6,21.2,2.41,56.6,1,0,31.6,0.95,57.9,34,179,76,1.64,1,0,2,0,38.2,4.22,0,0,0.0,1,1,0,3,0.86,0,0.0,0.0,6,0,0,28.6,MF,2
1536,Anthony Lozano,HON,FW,Cádiz,La Liga,29,1993,19,12,1139,12.7,0,1,0,27.3,0,0,17,0.0,0.0,0.0,12,17.6,68,150,33,7.09,8.9,79.6,3.46,5.28,65.7,0.31,0.79,40.0,0,0,1,0.39,0.08,1.81,17.6,16.9,0.63,0.0,0.0,0.08,0.39,0.08,0.0,0.0,0.0,0.0,12,0,0,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,1,0.0,29.8,1.57,4.25,14.8,11.4,2.83,29.8,2,0,33.3,1.5,52.8,18,106,42,1.34,0,0,3,2,24.0,2.83,0,0,0.0,2,2,0,0,0.16,0,0.0,0.0,2,3,4,43.5,FW,2
1537,Hirving Lozano,MEX,FW,Napoli,Serie A,27,1995,20,11,981,10.9,3,2,0,33.3,0,0,18,0.0,0.09,0.09,23,31.1,74,336,93,12.8,14.5,88.0,7.98,10.0,79.8,1.47,2.75,53.3,0,1,1,2.29,1.28,3.21,31.1,30.6,0.37,0.0,0.0,0.09,3.67,0.28,0.09,0.0,0.0,0.0,23,0,1,3,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,62,0,1,0,1.65,0,1,0,0.0,43.3,0.37,4.31,14.6,25.1,4.86,43.2,3,1,48.7,1.38,38.5,30,200,120,4.68,1,1,2,0,33.1,11.0,0,0,0.0,1,1,0,3,0.55,0,0.0,0.0,3,0,0,40.0,FW,2
1538,Jhon Lucumí,COL,DF,Bologna,Serie A,24,1998,18,18,1550,17.2,0,0,0,33.3,0,0,11,0.0,0.0,0.0,46,54.1,86,875,301,19.0,20.1,94.8,21.0,23.1,91.0,5.87,8.66,67.8,0,0,2,0.29,0.06,2.56,54.1,51.2,2.85,2.21,0.06,0.7,0.06,0.0,0.0,0.0,0.0,0.0,46,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0.0,2,1,1,0,0,0,1,63,0,1,0,0.41,1,3,3,0.0,64.7,8.66,35.1,28.5,1.51,0.58,64.7,0,0,100.0,0.0,0.0,35,186,105,0.87,0,0,0,0,39.5,0.17,0,0,0.0,0,0,0,0,1.4,0,0.12,0.0,6,1,0,64.3,DF,2
1539,José Luis Gayà,ESP,DF,Valencia,La Liga,27,1995,17,17,1483,16.5,1,0,0,46.2,0,0,26,0.12,0.0,0.06,48,63.5,75,827,298,24.4,25.9,94.1,17.3,22.5,76.6,5.33,11.3,47.1,0,2,3,1.45,1.09,4.48,63.5,48.8,14.2,2.55,0.12,0.67,8.12,9.45,2.24,0.36,1.52,0.06,48,0,1,3,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,1,2,0,0,1,2,66,0,1,0,0.67,0,3,1,0.0,71.8,2.91,21.0,26.1,25.5,1.39,71.7,0,0,76.9,0.18,23.1,36,190,121,2.79,2,0,0,0,41.7,6.36,0,0,0.0,0,0,0,8,1.52,0,0.0,0.0,5,0,0,66.7,DF,2
1540,José Luis Morales,ESP,FWMF,Villarreal,La Liga,35,1987,19,4,591,6.6,1,2,1,58.8,0,0,15,0.0,0.0,0.0,13,20.6,64,188,36,8.33,11.1,75.3,3.79,5.76,65.8,0.76,0.91,83.3,0,0,0,0.61,0.15,0.91,20.6,19.2,1.21,0.0,0.0,0.15,0.61,0.3,0.0,0.0,0.0,0.0,13,0,1,2,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,50,0,1,0,1.21,0,0,0,0.0,32.7,0.3,3.94,10.9,18.6,5.61,32.7,4,1,35.7,2.12,50.0,16,128,57,3.18,2,1,1,1,22.0,6.82,0,0,0.0,0,0,0,0,0.3,0,0.0,0.0,2,0,1,42.9,FW,2
1541,Douglas Luiz,BRA,MF,Aston Villa,Premier League,24,1998,20,16,1434,15.9,2,1,0,35.3,0,0,26,0.13,0.0,0.0,48,58.9,82,842,208,20.9,23.5,89.3,20.2,23.2,87.0,5.16,8.87,58.2,0,1,3,0.69,0.19,3.96,58.9,52.0,6.79,3.9,0.19,0.44,3.46,0.25,2.58,1.32,0.75,0.06,48,0,0,3,2,0,0,0,0,0.06,0,0,0,0,0,0,0.06,2,1,1,0,0,0,1,52,0,1,0,1.19,1,3,0,0.06,69.0,1.89,16.4,39.7,13.8,0.44,68.9,1,0,40.9,0.5,36.4,36,188,85,1.51,1,0,1,1,42.2,1.01,0,0,0.0,1,1,0,3,1.26,0,0.0,0.0,6,1,0,53.1,MF,2
1542,Romelu Lukaku,BEL,FW,Inter,Serie A,29,1993,9,4,395,4.4,1,2,0,44.4,0,0,12,0.0,0.0,0.0,12,19.3,62,137,23,7.27,10.2,71.1,2.95,4.09,72.2,0.23,0.91,25.0,0,1,0,1.14,0.23,1.59,19.3,18.9,0.23,0.0,0.0,0.23,0.91,0.0,0.0,0.0,0.0,0.0,12,0,1,2,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,0,0,0.0,0,0,0,0.0,28.0,0.45,1.14,7.95,18.9,6.82,28.0,1,0,33.3,0.91,66.7,15,65,19,0.45,0,0,3,1,24.1,8.64,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,1,2,3,46.2,FW,2
